date,total_steps,source,device_name,device_manufacturer,creation_time
2020-01-14,7421,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-01-15,6105,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-01-16,3073,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-01-17,5646,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-01-18,505,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-01-19,2906,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-01-20,8934,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-01-21,274,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-01-22,435,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-01-23,6643,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-01-24,2682,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-01-25,728,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-01-26,2007,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-01-27,5241,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-01-28,6639,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-01-29,12729,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-01-30,1082,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-01-31,7676,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-02-01,407,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-02-02,2483,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-02-03,7370,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-02-04,6640,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-02-05,7941,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-02-06,13970,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-02-07,13334,Apple Health App,iPhone,Apple Inc.,13:37:49
2020-02-08,1254,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-09,2659,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-10,7227,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-11,7464,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-12,8537,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-13,7445,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-14,2550,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-15,4086,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-16,348,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-17,2249,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-18,7702,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-19,11240,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-20,5603,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-21,1199,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-22,1445,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-23,762,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-24,11788,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-25,4634,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-26,8287,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-27,7317,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-28,6162,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-02-29,4758,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-01,7768,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-02,7968,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-03,6613,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-04,7837,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-05,3899,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-06,7956,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-07,307,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-08,942,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-09,9695,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-10,7402,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-11,7299,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-12,7214,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-13,10399,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-14,598,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-15,2623,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-16,308,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-17,419,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-18,306,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-19,166,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-20,1427,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-21,1353,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-22,513,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-23,1167,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-24,1337,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-25,535,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-26,50,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-27,221,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-28,85,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-29,119,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-30,276,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-03-31,72,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-01,145,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-02,128,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-03,475,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-04,1001,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-05,36,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-06,504,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-07,273,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-08,72,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-09,109,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-10,125,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-11,660,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-12,79,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-13,278,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-14,712,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-15,336,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-16,339,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-17,130,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-18,498,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-19,1517,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-20,100,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-21,93,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-22,192,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-23,1168,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-24,188,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-25,2570,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-26,1331,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-27,854,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-28,2374,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-29,240,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-04-30,291,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-01,1995,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-02,3791,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-03,170,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-04,1741,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-05,301,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-06,201,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-07,453,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-08,2749,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-09,2073,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-10,247,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-11,491,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-12,523,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-13,5270,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-14,1467,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-15,1646,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-16,1634,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-17,227,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-18,138,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-19,120,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-20,169,Apple Health App,iPhone,Apple Inc.,13:26:25
2020-05-21,2554,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-05-22,2004,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-05-23,923,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-05-24,1281,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-05-25,196,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-05-26,891,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-05-27,207,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-05-28,1487,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-05-29,321,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-05-30,1112,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-05-31,130,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-06-01,381,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-06-02,3075,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-06-03,3522,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-06-04,1749,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-06-05,1136,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-06-06,480,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-06-07,982,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-06-08,337,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-06-09,9439,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-06-10,3358,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-06-11,2950,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-06-12,103,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-06-13,1271,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-06-14,469,Apple Health App,iPhone,Apple Inc.,21:46:03
2020-06-15,1936,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-06-16,374,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-06-17,273,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-06-18,1147,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-06-19,501,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-06-20,1574,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-06-21,911,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-06-22,627,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-06-23,1778,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-06-24,657,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-06-25,1337,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-06-26,528,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-06-27,977,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-06-28,282,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-06-29,2229,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-06-30,364,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-01,188,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-02,317,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-03,247,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-04,231,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-05,488,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-06,391,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-07,1583,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-08,704,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-09,454,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-10,468,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-11,231,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-12,963,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-13,2962,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-14,303,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-15,692,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-16,3149,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-17,1842,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-18,396,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-19,311,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-20,548,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-21,473,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-22,237,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-23,444,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-24,270,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-25,562,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-26,679,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-27,567,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-28,487,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-29,1108,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-30,242,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-07-31,462,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-08-01,7907,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-08-02,8539,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-08-03,8716,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-08-04,170,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-08-05,132,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-08-06,105,Apple Health App,iPhone,Apple Inc.,08:48:22
2020-08-07,1801,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-08,633,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-09,11298,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-10,75,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-11,362,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-12,3858,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-13,345,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-14,3564,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-16,4897,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-17,470,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-18,1131,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-19,283,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-20,2038,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-21,201,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-22,560,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-23,808,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-24,669,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-25,2198,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-26,1836,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-27,1516,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-28,1252,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-29,1718,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-30,449,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-08-31,2362,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-01,1504,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-02,1298,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-03,424,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-04,12383,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-05,2726,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-06,1215,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-07,10507,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-08,386,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-09,1037,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-10,1395,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-11,939,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-12,4558,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-13,449,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-14,301,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-15,141,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-16,2544,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-17,423,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-18,2526,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-19,203,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-20,1008,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-21,265,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-22,470,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-23,407,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-24,846,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-25,1540,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-26,448,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-27,202,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-28,2013,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-29,203,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-09-30,357,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-01,758,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-02,165,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-03,413,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-04,250,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-05,216,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-06,305,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-07,148,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-08,114,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-09,24,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-10,119,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-11,166,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-12,886,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-13,239,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-14,227,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-15,568,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-16,5463,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-17,273,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-18,200,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-19,706,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-20,144,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-21,132,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-22,197,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-23,110,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-24,174,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-25,477,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-26,185,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-27,105,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-28,185,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-29,222,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-30,44,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-10-31,3398,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-01,780,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-02,237,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-03,268,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-04,115,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-05,476,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-06,122,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-07,47,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-08,150,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-09,31,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-10,117,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-11,1637,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-12,35,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-13,134,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-14,100,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-15,165,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-16,949,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-17,92,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-18,214,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-19,124,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-20,109,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-21,499,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-22,463,Apple Health App,iPhone,Apple Inc.,03:07:09
2020-11-23,396,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-11-24,376,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-11-25,45,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-11-26,204,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-11-27,744,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-11-28,626,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-11-29,354,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-11-30,58,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-01,475,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-02,334,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-03,186,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-04,132,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-05,661,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-06,354,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-07,337,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-08,1341,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-09,363,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-10,115,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-11,241,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-12,75,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-13,384,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-14,140,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-15,349,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-16,189,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-17,284,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-18,1962,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-19,2744,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-20,168,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-21,1159,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-22,99,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-23,511,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-24,441,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-25,355,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-26,388,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-27,339,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-28,140,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-29,89,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-30,384,Apple Health App,iPhone,Apple Inc.,10:23:51
2020-12-31,176,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-01,160,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-02,416,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-03,306,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-04,1037,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-05,142,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-06,80,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-07,9090,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-08,373,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-09,57,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-10,96,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-11,155,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-12,462,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-13,704,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-14,233,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-15,84,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-16,40,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-17,102,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-18,19,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-19,42,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-20,276,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-21,132,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-22,365,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-23,111,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-24,159,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-25,783,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-26,1313,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-27,270,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-28,122,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-29,49,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-01-30,197,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-01,248,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-02,85,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-03,195,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-04,482,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-05,568,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-06,385,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-07,396,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-08,22,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-09,114,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-10,33,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-11,146,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-12,153,Apple Health App,iPhone,Apple Inc.,10:23:51
2021-02-13,149,Apple Health App,iPhone,Apple Inc.,10:23:51
